Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common names (Eng),Red List status,Population trend
187429,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,sanguineus,Sunrise wrasse,LC,unknown
187495,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,scrofa,Barred hogfish,VU,decreasing
187576,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,sepiacaudus,,DD,unknown
187509,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,solatus,,DD,unknown
187493,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,speciosus,Blackbar hogfish,DD,decreasing
187374,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,tanyokidus,,DD,unknown
187391,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,thoracotaeniatus,,DD,unknown
187753,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,trilineatus,Fourline hogfish,LC,unknown
187812,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,unimaculatus,"Pigfish, Red pigfish",LC,unknown
187553,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,vulpinus,,LC,unknown
63571,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bolbometopon,muricatum,"Bumphead Parrotfish, Double-headed Parrotfish, Green Humphead Parrotfish, Humphead Parrotfish",VU,decreasing
190688,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Calotomus,carolinus,"Bucktooth, Bucktooth Parrotfish, Carolines Parrotfish, Christmas Parrotfish, Stareye Parrotfish, Starry-eye Parrotfish",LC,unknown
190686,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Calotomus,japonicus,Japanese Parrotfish,LC,unknown
190685,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Calotomus,spinidens,"Raggedtooth Parrotfish, Spinytooth Parrotfish",LC,unknown
190689,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Calotomus,viridescens,"Dotted Parrotfish, Viridescent Parrotfish",LC,unknown
190687,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Calotomus,zonarchus,Yellowbar Parrotfish,LC,unknown
187595,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Centrolabrus,caeruleus,,LC,unknown
187803,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Centrolabrus,exoletus,"Rock cook, Rock-cook, Small-mouthed wrasse",LC,unknown
187455,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Centrolabrus,trutta,Emerald wrasse,LC,unknown
169679,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,abei,,LC,stable
155083,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,acanthops,"African Cherubfish, African Pygmy Angelfish, Flameback Angelfish, Jumping Bean, Orangeback Angelfish",LC,stable
165837,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,argi,"Cherubfish, Cherub Pygmy Angelfish, Pygmy Angelfish",LC,unknown
165893,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,aurantia,Golden Angelfish,LC,stable
165865,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,aurantonotus,"Flameback Angelfish, Flameback Pygmy Angelfish",LC,stable
165902,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,bicolor,"Bicolor Angelfish, Blue & Gold Angelfish, Two-colored Angelfish, Two coluored Angelfish",LC,stable
